DATE,DEXJPUS
2016-05-17,109.0200
2016-05-18,109.6500
2016-05-19,109.8100
2016-05-20,110.5200
2016-05-23,109.4700
2016-05-24,110.0000
2016-05-25,110.2200
2016-05-26,109.7400
2016-05-27,109.8600
2016-05-30,.
2016-05-31,110.7500
2016-06-01,109.5500
2016-06-02,108.7500
2016-06-03,106.8800
2016-06-06,107.3300
2016-06-07,107.3000
2016-06-08,106.6800
2016-06-09,106.5400
2016-06-10,107.0600
2016-06-13,106.0700
2016-06-14,106.0200
2016-06-15,105.8700
2016-06-16,104.0500
2016-06-17,104.2000
2016-06-20,104.3200
2016-06-21,104.5600
2016-06-22,104.5600
2016-06-23,105.9000
2016-06-24,102.2600
2016-06-27,101.6600
2016-06-28,102.7100
2016-06-29,102.6800
2016-06-30,102.7700
2016-07-01,102.5500
2016-07-04,.
2016-07-05,101.5800
2016-07-06,101.1200
2016-07-07,100.7400
2016-07-08,100.6500
2016-07-11,102.6600
2016-07-12,104.7200
2016-07-13,104.1000
2016-07-14,105.4000
2016-07-15,105.6400
2016-07-18,106.0000
2016-07-19,106.1300
2016-07-20,106.6500
2016-07-21,105.9800
2016-07-22,106.2200
2016-07-25,106.0200
2016-07-26,104.8300
2016-07-27,105.6500
2016-07-28,104.8600
2016-07-29,102.3200
2016-08-01,102.2600
2016-08-02,100.8200
2016-08-03,101.3400
2016-08-04,101.0800
2016-08-05,101.7400
2016-08-08,102.5300
2016-08-09,101.9600
2016-08-10,101.2700
2016-08-11,101.4600
2016-08-12,101.0100
2016-08-15,101.0200
2016-08-16,100.2800
2016-08-17,100.2400
2016-08-18,100.0700
2016-08-19,100.2400
2016-08-22,100.2500
2016-08-23,100.2000
2016-08-24,100.5000
2016-08-25,100.5800
2016-08-26,101.2000
2016-08-29,102.1300
2016-08-30,102.9200
2016-08-31,103.3800
2016-09-01,103.2200
2016-09-02,104.1800
2016-09-05,.
2016-09-06,102.2800
2016-09-07,101.7200
2016-09-08,102.2800
2016-09-09,102.8600
2016-09-12,101.9600
2016-09-13,102.1400
2016-09-14,102.3300
2016-09-15,102.2400
2016-09-16,102.3600
2016-09-19,101.8200
2016-09-20,101.6600
2016-09-21,100.6200
2016-09-22,100.8000
2016-09-23,101.0400
2016-09-26,100.3400
2016-09-27,100.3600
2016-09-28,100.5700
2016-09-29,101.4800
2016-09-30,101.2100
2016-10-03,101.5400
2016-10-04,102.6600
2016-10-05,103.5300
2016-10-06,104.0200
2016-10-07,103.4200
2016-10-10,.
2016-10-11,103.3600
2016-10-12,104.4800
2016-10-13,103.6200
2016-10-14,104.1000
2016-10-17,103.9600
2016-10-18,103.8000
2016-10-19,103.3000
2016-10-20,103.9200
2016-10-21,103.9600
2016-10-24,104.2000
2016-10-25,104.2500
2016-10-26,104.4200
2016-10-27,105.1400
2016-10-28,105.4000
2016-10-31,105.0700
2016-11-01,104.5900
2016-11-02,103.2200
2016-11-03,103.1700
2016-11-04,103.0200
2016-11-07,104.6000
2016-11-08,104.9800
2016-11-09,104.8400
2016-11-10,106.5600
2016-11-11,.
2016-11-14,108.3000
2016-11-15,108.9400
2016-11-16,109.1600
2016-11-17,109.6400
2016-11-18,110.5100
2016-11-21,111.1200
2016-11-22,110.9800
2016-11-23,112.5800
2016-11-24,.
2016-11-25,113.1700
2016-11-28,112.3600
2016-11-29,112.7800
2016-11-30,114.3400
2016-12-01,114.3400
2016-12-02,113.7600
2016-12-05,114.1000
2016-12-06,113.9800
2016-12-07,113.5000
2016-12-08,114.1600
2016-12-09,115.1700
2016-12-12,115.3400
2016-12-13,115.2600
2016-12-14,115.0600
2016-12-15,118.3200
2016-12-16,117.7400
2016-12-19,116.6000
2016-12-20,117.8600
2016-12-21,117.7900
2016-12-22,117.4800
2016-12-23,117.2200
2016-12-26,.
2016-12-27,117.5200
2016-12-28,117.6600
2016-12-29,116.3200
2016-12-30,116.7800
2017-01-02,.
2017-01-03,117.6800
2017-01-04,117.3800
2017-01-05,115.4600
2017-01-06,116.8500
2017-01-09,116.0700
2017-01-10,115.7400
2017-01-11,116.2600
2017-01-12,113.8700
2017-01-13,115.0300
2017-01-16,.
2017-01-17,112.9600
2017-01-18,113.4000
2017-01-19,115.3000
2017-01-20,.
2017-01-23,112.9000
2017-01-24,113.6300
2017-01-25,113.6000
2017-01-26,114.7000
2017-01-27,115.1600
2017-01-30,113.8600
2017-01-31,112.7200
2017-02-01,113.2900
2017-02-02,112.4800
2017-02-03,112.4200
2017-02-06,112.3200
2017-02-07,112.1400
2017-02-08,111.7400
2017-02-09,113.2400
2017-02-10,113.2200
2017-02-13,113.7900
2017-02-14,114.3400
2017-02-15,114.1700
2017-02-16,113.3600
2017-02-17,112.8600
2017-02-20,.
2017-02-21,113.4800
2017-02-22,113.4600
2017-02-23,112.6800
2017-02-24,112.2600
2017-02-27,112.0100
2017-02-28,112.0600
2017-03-01,113.6600
2017-03-02,114.4500
2017-03-03,114.6000
2017-03-06,113.9200
2017-03-07,113.9900
2017-03-08,114.5800
2017-03-09,114.7100
2017-03-10,115.0200
2017-03-13,114.6100
2017-03-14,114.6300
2017-03-15,114.6600
2017-03-16,113.0200
2017-03-17,112.6700
2017-03-20,112.5900
2017-03-21,111.9000
2017-03-22,111.0600
2017-03-23,111.1200
2017-03-24,111.0300
2017-03-27,110.4800
2017-03-28,110.5600
2017-03-29,111.0500
2017-03-30,111.3600
2017-03-31,111.4100
2017-04-03,110.9600
2017-04-04,110.7400
2017-04-05,111.2000
2017-04-06,111.0200
2017-04-07,110.7600
2017-04-10,110.9500
2017-04-11,109.7400
2017-04-12,109.5400
2017-04-13,109.2300
2017-04-14,108.6300
2017-04-17,108.4600
2017-04-18,108.4000
2017-04-19,109.0600
2017-04-20,109.3400
2017-04-21,109.0800
2017-04-24,109.7400
2017-04-25,110.8800
2017-04-26,111.5200
2017-04-27,111.1300
2017-04-28,111.4400
2017-05-01,111.7800
2017-05-02,112.0600
2017-05-03,112.3400
2017-05-04,112.7000
2017-05-05,112.6300
2017-05-08,112.8400
2017-05-09,114.1900
2017-05-10,114.0200
2017-05-11,113.7700
2017-05-12,113.3000
